name,province,city,address,phone_number,website,url
كتابخانه عمومی هرزند جديد,آذربایجان شرقی,مرند,مرند - روستاي هرزند جديد - ميدان امام حسين جنب بانك صادرات.,42373197-041 ( داخلی  ),http://tabrizpl.ir,https://lib.ir/fa/library/312/كتابخانه-عمومی-هرزند-جديد/search/
كتابخانه عمومی هريس,آذربایجان شرقی,هريس,هریس - ميدان 72 تن - خيابان انقلاب - كوچه كتابخانه.,43432189-041 ( داخلی  ),http://tabrizpl.ir,https://lib.ir/fa/library/310/كتابخانه-عمومی-هريس/search/
كتابخانه عمومی هشترود (برادران),آذربایجان شرقی,هشترود,هشترود - خيابان امام خميني - جنب بيمه ايران.,52622044-041 ( داخلی  ),http://tabrizpl.ir,https://lib.ir/fa/library/330/كتابخانه-عمومی-هشترود-برادران/search/
كتابخانه عمومی هفده شهریور,لرستان,خرم آباد,خرم آباد - پارك شهر - روبروي مخابرات.,33302421-066 ( داخلی  ),http://lorestanpl.ir,https://lib.ir/fa/library/299/كتابخانه-عمومی-هفده-شهریور/search/
كتابخانه عمومی هوراند,آذربایجان شرقی,اهر,اهر - هوراند - خيابان امام خميني - جنب گلزار شهدا.,44262699-041 ( داخلی  ),http://tabrizpl.ir,https://lib.ir/fa/library/331/كتابخانه-عمومی-هوراند/search/
كتابخانه عمومي و امانی (دفتر تبليغات اسلامی حوزه علميه قم),قم,قم,قم مقدسه - ميدان شهدا- خيابان معلّم- ساختمان كتابخانه عمومی و امانی دفتر تبليغات اسلامي .,371160-025 ( داخلی 1271 ),http://lib.isca.ac.ir,https://lib.ir/fa/library/119/كتابخانه-عمومي-و-امانی-دفتر-تبليغات-اسلامی-حوزه-علميه-قم/search/
كتابخانه عمومی ورزقان,آذربایجان شرقی,ورزقان,ورزقان –  خيابان ارشاد.,44553483-041 ( داخلی  ),http://tabrizpl.ir,https://lib.ir/fa/library/326/كتابخانه-عمومی-ورزقان/search/
كتابخانه عمومی ورزنه,اصفهان,ورزنه,ورزنه - خیابان شهید دكتر بهشتی - جنب قرض الحسنه سجاد.,36482219-031 ( داخلی  ),http://isfahanpl.ir,https://lib.ir/fa/library/253/كتابخانه-عمومی-ورزنه/search/
كتابخانه عمومی ولی عصر (ع),اصفهان,اصفهان,اصفهان – خیابان ولی عصر (ع) جنب مخابرات.,32255860-031 ( داخلی  ),http://isfahanpl.ir,https://lib.ir/fa/library/212/كتابخانه-عمومی-ولی-عصر-ع/search/
كتابخانه عمومی وليعصر (ع) تبريز,آذربایجان شرقی,تبریز,تبريز - بلوار 29 بهمن - جنب حوزه علميه - كتابخانه عمومي وليعصر (ع).,33327729-041 ( داخلی  ),http://tabrizpl.ir,https://lib.ir/fa/library/293/كتابخانه-عمومی-وليعصر-ع-تبريز/search/
كتابخانه عمومی كشكسرای,آذربایجان شرقی,کشکسرای,مرند –  كشكسراي - خيابان شهيد رجايي - جنب شهردارى.,42142049-041 ( داخلی  ),http://,https://lib.ir/fa/library/308/كتابخانه-عمومی-كشكسرای/search/
كتابخانه عمومی كوثر بناب,آذربایجان شرقی,بناب,بناب - خيابان امام خميني (ره) - كوي طالقاني - داخل پارك طالقانى.,37739030-041 ( داخلی  ),http://tabrizpl.ir,https://lib.ir/fa/library/288/كتابخانه-عمومی-كوثر-بناب/search/
كتابخانه عمومی كوثر مرند,آذربایجان شرقی,مرند,مرند -  خيابان امام خميني (ره) - روبروي بانك كشاورزى.,42260144-041 ( داخلی  ),http://.tabrizpl.ir,https://lib.ir/fa/library/276/كتابخانه-عمومی-كوثر-مرند/search/
كتابخانه عمومی يادگار امام (ره),قم,قم,قم مقدسه - بلوار شهید صدوقی - شهرك امام خميني (ره)- جنب مسجد قدس.,32705282-025 ( داخلی  ),http://qompl.ir,https://lib.ir/fa/library/256/كتابخانه-عمومی-يادگار-امام-ره/search/
كتابخانه عمومی يامچى,آذربایجان شرقی,مرند,مرند –  يامچي - بلوار ولايت - خيابان طالقاني - جنب مدرسه درخشان.,42163020-041 ( داخلی  ),http://tabrizpl.ir,https://lib.ir/fa/library/323/كتابخانه-عمومی-يامچى/search/
كتابخانه عمومی یزدانشهر,اصفهان,نجف آباد,نجف آباد - یزدانشهر - خیابان 21 شرقی.,32445535-031 ( داخلی  ),http://isfahanpl.ir,https://lib.ir/fa/library/254/كتابخانه-عمومی-یزدانشهر/search/
كتابخانه عمومی یكانكهریز,آذربایجان شرقی,مرند,روستاي يكان كهريز - خیابان اصلی - روبروي بهداشت.,42166393-041 ( داخلی  ),http://,https://lib.ir/fa/library/311/كتابخانه-عمومی-یكانكهریز/search/
کتابخانه فجر (کتابخانه های سازمان فرهنگی هنری شهرداری تهران),تهران,تهران,تهران - بلواريافت‌آباد - ابراهيم‌آباد - خيابان اسدآبادی - ‌بوستان مينا.,66817456-021 ( داخلی  ),http://tlib.ir,https://lib.ir/fa/library/581/کتابخانه-فجر-کتابخانه-های-سازمان-فرهنگی-هنری-شهرداری-تهران/search/
کتابخانه فردوس (کتابخانه های سازمان فرهنگی هنری شهرداری تهران),تهران,تهران,تهران - فلكه دوم صادقيه- بلوار فردوس- بعد از چهارراه مخابرات- فرهنگسراي فردوس.,44081043-021 ( داخلی  ),http://tlib.ir,https://lib.ir/fa/library/665/کتابخانه-فردوس-کتابخانه-های-سازمان-فرهنگی-هنری-شهرداری-تهران/search/
کتابخانه فردوسی (کتابخانه های سازمان فرهنگی هنری شهرداری تهران),تهران,تهران,تهران - خيابان شوش - خيابان ری - خيابان انبارگندم - كتابخانه فردوسي.,33562082-021 ( داخلی  ),http://tlib.ir,https://lib.ir/fa/library/615/کتابخانه-فردوسی-کتابخانه-های-سازمان-فرهنگی-هنری-شهرداری-تهران/search/
کتابخانه فرزانگان (کتابخانه های سازمان فرهنگی هنری شهرداری تهران),تهران,تهران,تهران - نارمك - انتهاي خيابان گلستان - جنب بوستان تسليحات - كوچه شهيد غلام رضاگلستاني - شماره ۱۲۸.,77818842-021 ( داخلی  ),http://tlib.ir,https://lib.ir/fa/library/614/کتابخانه-فرزانگان-کتابخانه-های-سازمان-فرهنگی-هنری-شهرداری-تهران/search/
کتابخانه فناوری اطلاعات (کتابخانه های سازمان فرهنگی هنری شهرداری تهران),تهران,تهران,تهران - ابتداي خوش جنوبي- خيابان شهيد اميرقلي- نرسيده به تقاطع ناهيد- فرهنگسرای عطار نيشابوري.,66902134-021 ( داخلی  ),http://tlib.ir,https://lib.ir/fa/library/639/کتابخانه-فناوری-اطلاعات-کتابخانه-های-سازمان-فرهنگی-هنری-شهرداری-تهران/search/
کتابخانه قائم (عج) (کتابخانه های سازمان فرهنگی هنری شهرداری تهران),تهران,تهران,تهران - بلواريافت آباد - بعدازميدان معلم - جنب مجتمع قضايي يافت آباد - بوستان قائم(عج).,66217766-021 ( داخلی  ),http://tlib.ir,https://lib.ir/fa/library/568/کتابخانه-قائم-عج--کتابخانه-های-سازمان-فرهنگی-هنری-شهرداری-تهران/search/
کتابخانه قیصر امین پور (کتابخانه های سازمان فرهنگی هنری شهرداری تهران),تهران,تهران,تهران - مهرآباد جنوبي - خيابان توكلي - كوچه شهيد ابراهيم اصفهاني - پلاك ۴۶ـ خانه فرهنگ مهرآباد.,66620163-021 ( داخلی  ),http://tlib.ir,https://lib.ir/fa/library/569/کتابخانه-قیصر-امین-پور-کتابخانه-های-سازمان-فرهنگی-هنری-شهرداری-تهران/search/
کتابخانه گروه باستان شناسی دانشکده ادبیات دانشگاه تهران,تهران,تهران,تهران - خیابان انقلاب اسلامی - دانشگاه تهران.,66913992 ( داخلی 2569 ),http://ut.ac.ir,https://lib.ir/fa/library/546/کتابخانه-گروه-باستان-شناسی-دانشکده-ادبیات-دانشگاه-تهران/search/
کتابخانه گروه تاریخ دانشگاه تهران,تهران,تهران,تهران - خیابان انقلاب اسلامی - دانشگاه تهران.,61117252 ( داخلی  ),http://ut.ac.ir,https://lib.ir/fa/library/527/کتابخانه-گروه-تاریخ-دانشگاه-تهران/search/
کتابخانه گروه زبان و ادبیات فارسی دانشگاه تهران,تهران,تهران,تهران - خیابان انقلاب اسلامی - دانشگاه تهران.,61113082 ( داخلی  ),http://ut.ac.ir,https://lib.ir/fa/library/529/کتابخانه-گروه-زبان-و-ادبیات-فارسی-دانشگاه-تهران/search/
کتابخانه گلستان (کتابخانه های سازمان فرهنگی هنری شهرداری تهران),تهران,تهران,تهران - نارمك - ميدان هلال احمر - خيابان گلستان - ضلع شمالي بوستان فدك - فرهنگسراي گلستان.,77827730-021 ( داخلی  ),http://tlib.ir,https://lib.ir/fa/library/589/کتابخانه-گلستان-کتابخانه-های-سازمان-فرهنگی-هنری-شهرداری-تهران/search/
كتابخانه گنجینه نور (مركز حفظ و نگهداری پژوهش ها و پایان نامه های قرآنی) مؤسسه معارف اسلامی امام رضا (ع),قم,قم,قم مقدسه- بلوار شهید محمد منتظری - كوچه شماره 8 - پلاك 12 .,377422010-37740559-025 ( داخلی  ),http://maaref.ir,https://lib.ir/fa/library/443/كتابخانه-گنجینه-نور-مركز-حفظ-و-نگهداری-پژوهش-ها-و-پایان-نامه-های-قرآنی-مؤسسه-معارف-اسلامی-امام-رضا-ع/search/
کتابخانه لویزان (کتابخانه های سازمان فرهنگی هنری شهرداری تهران),تهران,تهران,تهران - لویزان - خیابان جوانشیر- سه راه لویزان-خیابان شعبانلو- روبروی مخابرات شهیدلطیفی-  بوستان سخندان- کتابخانه عمومی لویزان.,22956644-021 ( داخلی  ),http://tlib.ir,https://lib.ir/fa/library/638/کتابخانه-لویزان-کتابخانه-های-سازمان-فرهنگی-هنری-شهرداری-تهران/search/
کتابخانه مجازی (دیجیتالی) الفبا,تهران,تهران,تهران- خیابان شهید بهشتی- بعد از تقاطع سهروردی- جنب بانک تجارت- پلاک 146- طبقه2,95119260-021 ( داخلی  ),http://alefbalib.com/?pid=29,https://lib.ir/fa/library/454/کتابخانه-مجازی-دیجیتالی-الفبا/search/
كتابخانه مجتمع فرهنگی امام خمينی (ره) (آستان قدس رضوی ع),خراسان رضوی,مشهد,خیابان خواجه ربیع 23,37411100-051 ( داخلی 37414621 - 051 ),https://library.razavi.ir/aqlibraries,https://lib.ir/fa/library/153/كتابخانه-مجتمع-فرهنگی-امام-خمينی-ره--آستان-قدس-رضوی-ع/search/
كتابخانه مجلس شورای اسلامى,تهران,تهران,تهران - ضلع جنوب شرقي ميدان بهارستان - كتابخانه مجلس شوراي اسلامى.,33130911-021 ( داخلی  ),http://ical.ir,https://lib.ir/fa/library/178/كتابخانه-مجلس-شورای-اسلامى/search/
كتابخانه مجمع عالی حكمت اسلامی,قم,قم,قم - خیابان 19 دی- كوچه 10- فرعی اول سمت چپ- پلاك 5 .,11-37757610-025 ( داخلی  ),http://hekmateislami.com,https://lib.ir/fa/library/440/كتابخانه-مجمع-عالی-حكمت-اسلامی/search/
كتابخانه مدرسه اسلامی هنر,قم,قم,قم مقدسه - بلوار بسیج (سی متری هنرستان) - بین کوچه 20 و 22.,02537830782 ( داخلی  ),http://Itaihe.ac.ir,https://lib.ir/fa/library/367/كتابخانه-مدرسه-اسلامی-هنر/search/
كتابخانه مدرسه عالی شهيد مطهری (ره),تهران,تهران,تهران - میدان بهارستان – مدرسه عالی شهید مطهری.,33124472-021 ( داخلی  ),http://motahari.ac.ir/web/guest/library,https://lib.ir/fa/library/179/كتابخانه-مدرسه-عالی-شهيد-مطهری-ره/search/
كتابخانه مدرسه عالی فقه و معارف اسلامی (حجتيه),قم,قم,قم مقدسه- ميدان شهداء - خيابان حجتيه- مدرسه مباركه حجتيه.,37742086-025 ( داخلی  ),http://feqh.miu.ac.ir,https://lib.ir/fa/library/186/كتابخانه-مدرسه-عالی-فقه-و-معارف-اسلامی-حجتيه/search/
کتابخانه مدرسه علمیه الزهراء (س) آباده طشک,فارس,آباده طشک,آباده طشك- خیابان امام حسین(ع)- جنب بنیاد شهید,07153894322 ( داخلی  ),http://,https://lib.ir/fa/library/722/کتابخانه-مدرسه-علمیه-الزهراء-س-آباده-طشک/search/
کتابخانه مدرسه علمیه الزهراء (س) مینودشت,گلستان,مینودشت,مینودشت- خیابان دار الولایت- جنب مسكن مهر- پشت بیمارستان تأمین اجتماعی,01735280500 ( داخلی  ),http://,https://lib.ir/fa/library/700/کتابخانه-مدرسه-علمیه-الزهراء-س-مینودشت/search/
كتابخانه مدرسه علمیه پیروان حضرت زهرا (س),خراسان رضوی,مشهد,مشهد مقدس - خیابان امام رضا علیه السلام- ك 60.,33411210-051 ( داخلی  ),http://peyrovan-zahra.com,https://lib.ir/fa/library/503/كتابخانه-مدرسه-علمیه-پیروان-حضرت-زهرا-س/search/
کتابخانه مدرسه علمیه خواهران الزهرا (س) شهر بابک,کرمان,شهربابک,شهربابک- خیابان پاسداران-  انتهای بلوار کوثر- کوی پرستار2,03434131865 ( داخلی  ),http://,https://lib.ir/fa/library/710/کتابخانه-مدرسه-علمیه-خواهران-الزهرا-س-شهر-بابک/search/
کتابخانه مدرسه علمیه خواهران الزهراء المرضیه (س) اصفهان,اصفهان,اصفهان,اصفهان- خیابان هاتف- جنب بانك ملی- كوی 9- كوی حیدر میرزا- بن بست جلو خانه- انتهای بن بست,03132241332 ( داخلی  ),http://,https://lib.ir/fa/library/750/کتابخانه-مدرسه-علمیه-خواهران-الزهراء-المرضیه-س-اصفهان/search/
كتابخانه مدرسه علمیه خواهران الزهراء (س),کردستان,قروه,قروه - شهرك فرهنگیان -ابتدای شهرك - جنب مسجد الزهرا (س).,35226140-087 ( داخلی  ),http://lib.whc.ir,https://lib.ir/fa/library/485/كتابخانه-مدرسه-علمیه-خواهران-الزهراء-س/search/
كتابخانه مدرسه علمیه خواهران الزهراء (س),مازندران,جویبار,جویبار - میدان معلم - خیابان گلاگر محله.,42531091-011 ( داخلی  ),http://lib.whc.ir,https://lib.ir/fa/library/487/كتابخانه-مدرسه-علمیه-خواهران-الزهراء-س/search/
كتابخانه مدرسه علمیه خواهران الزهراء (س),آذربایجان غربی,شاهین دژ,شاهین دژ - بلوار غدیر خم - خیابان 9 دی - بالاتر از دانشگاه آزاد.,2-46334710-044 ( داخلی  ),http://lib.whc.ir,https://lib.ir/fa/library/471/كتابخانه-مدرسه-علمیه-خواهران-الزهراء-س/search/
كتابخانه مدرسه علمیه خواهران الزهراء (س),اصفهان,خميني شهر,خمینی شهر - خیابان شریعتی جنوبی - كوچه پنچشنبه بازار.,1-33677910-031 ( داخلی  ),http://lib.whc.ir,https://lib.ir/fa/library/472/كتابخانه-مدرسه-علمیه-خواهران-الزهراء-س/search/
كتابخانه مدرسه علمیه خواهران الزهراء (س),اصفهان,دهاقان,دهاقان - خیابان آزادگان - مجتمع مسكونی امام صادق (ع) روبروی دبستان غیر انتفاعی سماء.,32623040-031 ( داخلی  ),http://lib.whc.ir,https://lib.ir/fa/library/473/كتابخانه-مدرسه-علمیه-خواهران-الزهراء-س/search/
كتابخانه مدرسه علمیه خواهران الزهراء (س),اصفهان,مباركه,مباركه - خیابان بسیج جنوبی - كوچه شهید عبدیان - مجتمع فرهنگی الزهرا (س).,35267701-031 ( داخلی  ),http://lib.whc.ir,https://lib.ir/fa/library/474/كتابخانه-مدرسه-علمیه-خواهران-الزهراء-س/search/
كتابخانه مدرسه علمیه خواهران الزهراء (س),فارس,گراش,گراش - بلورا سرداران - انتهای خیابان شهید مطهری.,52446176-071 ( داخلی  ),http://lib.whc.ir,https://lib.ir/fa/library/477/كتابخانه-مدرسه-علمیه-خواهران-الزهراء-س/search/
كتابخانه مدرسه علمیه خواهران الزهراء (س),تهران,شهر رى,شهر ری - خیابان قم - بالاتر از فرمانداری - جنب بهزیستی.,55909694-021 ( داخلی  ),http://lib.whc.ir,https://lib.ir/fa/library/459/كتابخانه-مدرسه-علمیه-خواهران-الزهراء-س/search/
كتابخانه مدرسه علمیه خواهران الزهراء (س),تهران,تهران,تهران - كوی نصر - نبش كانال فاضل شرقی - پلاك 1/2 .,88252149-021 ( داخلی  ),http://lib.whc.ir,https://lib.ir/fa/library/460/كتابخانه-مدرسه-علمیه-خواهران-الزهراء-س/search/
كتابخانه مدرسه علمیه خواهران الزهراء (س),تهران,واوان,واوان - فاز 2 - خیابان شهید رجایی - نبش كوچه 50 شرقی - پلاك 47.,56173232-021 ( داخلی  ),http://lib.whc.ir,https://lib.ir/fa/library/461/كتابخانه-مدرسه-علمیه-خواهران-الزهراء-س/search/
كتابخانه مدرسه علمیه خواهران الزهراء (س),مرکزی,اراک,اراك - خیابان امام خمینی(ره)- پشت كانون بسیج جوانان- خیابان شورا- سه راه ابوذر- مقابل شركت- حوزه علمیه الزهرا(س),32247910-086 ( داخلی  ),http://,https://lib.ir/fa/library/342/كتابخانه-مدرسه-علمیه-خواهران-الزهراء-س/search/
كتابخانه مدرسه علمیه خواهران الزهراء (س),همدان,همدان,همدان - خیابان شهدا- كوچه مرحوم آخوند - روبروی مدرسه علمیه آخوند - حوزه علمیه الزهرا(س).,32525668-081 ( داخلی  ),http://alzahra-hamedan.womenhc.com,https://lib.ir/fa/library/344/كتابخانه-مدرسه-علمیه-خواهران-الزهراء-س/search/
كتابخانه مدرسه علمیه خواهران الزهراء (س),مازندران,ساری,ساری – خیابان جمهوری اسلامی - كوچه مقداد - جنب مسجد رانندگان - حوزه علمیه الزهرا(س).,33327486-011 ( داخلی  ),http://,https://lib.ir/fa/library/347/كتابخانه-مدرسه-علمیه-خواهران-الزهراء-س/search/
كتابخانه مدرسه علمیه خواهران الزهراء (س ),زنجان,زنـجان,زنجان – سعدی وسط- جنب مسجد عباس قلی خان- حوزه علمیه الزهرا(س).,33360030-024 ( داخلی  ),http://,https://lib.ir/fa/library/348/كتابخانه-مدرسه-علمیه-خواهران-الزهراء-س/search/
کتابخانه مدرسه علمیه خواهران الزهراء (س) ارومیه,آذربایجان غربی,اروميه,ارومیه- بلوار شهید دستغیب (خیابان مافی)- خیابان مدیریت- جنب دانشگاه الزهرا (س),04432233490 ( داخلی  ),http://,https://lib.ir/fa/library/756/کتابخانه-مدرسه-علمیه-خواهران-الزهراء-س-ارومیه/search/
کتابخانه مدرسه علمیه خواهران الزهراء (س) آزادشهر,گلستان,آزاد شهر,آزادشهر- خیابان شهید رجایی- كوچه مكتب الزهرا (س)- بوستان3,01746726400 ( داخلی  ),http://,https://lib.ir/fa/library/705/کتابخانه-مدرسه-علمیه-خواهران-الزهراء-س-آزادشهر/search/
کتابخانه مدرسه علمیه خواهران الزهراء (س) استهبان,فارس,استهبان,استهبان- خیابان شهید فقیهی- كوچه شهید فقیهی13,07153233929 ( داخلی  ),http://lib.whc.ir,https://lib.ir/fa/library/357/کتابخانه-مدرسه-علمیه-خواهران-الزهراء-س-استهبان/search/
کتابخانه مدرسه علمیه خواهران الزهراء (س) بابل,مازندران,بابل,بابل- خیابان مدرس- خیابان هجدهم- كوچه شهید رسولی24 (ضرابپوری)- جنب بنیاد علمی مدیری,01132360076 ( داخلی  ),http://,https://lib.ir/fa/library/694/کتابخانه-مدرسه-علمیه-خواهران-الزهراء-س-بابل/search/
کتابخانه مدرسه علمیه خواهران الزهراء (س) بندر عباس,هرمزگان,بندر عباس,بندرعباس- خیابان آیت اله غفاری- روبروی فرهنگسرای طوبی,07633339460 ( داخلی  ),http://,https://lib.ir/fa/library/689/کتابخانه-مدرسه-علمیه-خواهران-الزهراء-س-بندر-عباس/search/
کتابخانه مدرسه علمیه خواهران الزهراء (س) پلدختر,لرستان,پلدختر,پلدختر- كوی بسیجیان- خیابان شریعتی- روبروی مسكن مهر,06632227042 ( داخلی  ),http://,https://lib.ir/fa/library/681/کتابخانه-مدرسه-علمیه-خواهران-الزهراء-س-پلدختر/search/
کتابخانه مدرسه علمیه خواهران الزهراء (س) خوی,آذربایجان غربی,خوی,خوی- خیابان شریعتی- خیابان مصلی- جنب مصلی,04436220934 ( داخلی  ),http://,https://lib.ir/fa/library/755/کتابخانه-مدرسه-علمیه-خواهران-الزهراء-س-خوی/search/
کتابخانه مدرسه علمیه خواهران الزهراء (س) داران,اصفهان,داران,داران (فریدن) - میدان شهرداری- خیابان شهید مطهری- بالاتر از فلكه پنج تن,03157225611 ( داخلی  ),http://,https://lib.ir/fa/library/745/کتابخانه-مدرسه-علمیه-خواهران-الزهراء-س-داران/search/
کتابخانه مدرسه علمیه خواهران الزهراء (س) دزفول,خوزستان,دزفول,دزفول- كوی آزادگان- ابتدای جاده مهرشهر- خیابان بهزیستی پردیس دانشگاهی.,06142425291 ( داخلی  ),http://,https://lib.ir/fa/library/729/کتابخانه-مدرسه-علمیه-خواهران-الزهراء-س-دزفول/search/
کتابخانه مدرسه علمیه خواهران الزهراء (س) شوش,خوزستان,شوش,شوش دانیال- خیابان امام خمینی(ره)- روبروی اداره آموزش و پرورش,06142824838 ( داخلی  ),http://,https://lib.ir/fa/library/727/کتابخانه-مدرسه-علمیه-خواهران-الزهراء-س-شوش/search/
کتابخانه مدرسه علمیه خواهران الزهراء (س) شیراز,فارس,شیراز,شیراز- خیابان قاآنی شمالی- روبروی بانك تجارت,07137393443 ( داخلی  ),http://,https://lib.ir/fa/library/721/کتابخانه-مدرسه-علمیه-خواهران-الزهراء-س-شیراز/search/
کتابخانه مدرسه علمیه خواهران الزهراء (س) صحنه,کرمانشاه,صحنه,صحنه- شهرك امام خمینی (ره)- جنب مسجد- انتهای خیابان چهل متری- جنب مسجد امام حسین(ع)- مدرسه علمیه الزهرا(س),08383226898 ( داخلی  ),http://,https://lib.ir/fa/library/706/کتابخانه-مدرسه-علمیه-خواهران-الزهراء-س-صحنه/search/
کتابخانه مدرسه علمیه خواهران الزهراء (س) گرگان,گلستان,گرگان,گرگان- میدان شهید مفتح- بلوار شهید مفتح- خیابان حوزه,01714432470 ( داخلی  ),http://,https://lib.ir/fa/library/701/کتابخانه-مدرسه-علمیه-خواهران-الزهراء-س-گرگان/search/
کتابخانه مدرسه علمیه خواهران الزهراء (س) لردگان,چهار محال و بختیاری,لردگان,لردگان- فلكه معلم- بلوار شهداء- خیابان امام خمینی- كوچه25,03834443560 ( داخلی  ),http://,https://lib.ir/fa/library/733/کتابخانه-مدرسه-علمیه-خواهران-الزهراء-س-لردگان/search/
کتابخانه مدرسه علمیه خواهران الزهراء (س) کازرون,فارس,كازرون,کازرون- بلوارعلامه دوانی- ابتدای خیابان دوانی,07142221229 ( داخلی  ),http://,https://lib.ir/fa/library/720/کتابخانه-مدرسه-علمیه-خواهران-الزهراء-س-کازرون/search/
كتابخانه مدرسه علمیه خواهران الغدیر,تهران,تهران,تهران - خیابان هفده شهریور - خیابان عبدالرضا شیرازی(آبشار)- كوچه لواسانی - پلاك 8 .,33552110-021 ( داخلی  ),http://lib.whc.ir,https://lib.ir/fa/library/458/كتابخانه-مدرسه-علمیه-خواهران-الغدیر/search/
كتابخانه مدرسه علمیه خواهران امام جعفر صادق (ع),سمنان,شاهرود,شاهرود - خیابان هفده شهریور -ساختمان پنج طبقه -مؤسسه امام صادق (ع).,32223637-023 ( داخلی  ),http://lib.whc.ir,https://lib.ir/fa/library/492/كتابخانه-مدرسه-علمیه-خواهران-امام-جعفر-صادق-ع/search/
كتابخانه مدرسه علمیه خواهران امام حسن مجتبی (ع),تهران,تهران,تهران - بزرگراه آیت الله سعیدی - جنب درب جنوبی امامزاده زید (ع).,66321186-021 ( داخلی  ),http://,https://lib.ir/fa/library/351/كتابخانه-مدرسه-علمیه-خواهران-امام-حسن-مجتبی-ع/search/
كتابخانه مدرسه علمیه خواهران امام حسین (ع),مازندران,چالوس,چالوس - خیابان هفده شهریور - روبروی دانشگاه آزاد - جنب مسجد امام حسین (ع).,52228398-011 ( داخلی  ),http://lib.whc.ir,https://lib.ir/fa/library/488/كتابخانه-مدرسه-علمیه-خواهران-امام-حسین-ع/search/
کتابخانه مدرسه علمیه خواهران امام خامنه ای کرمانشاه,کرمانشاه,كرمانشاه,کرمانشاه- ۲۲بهمن- سی متری دوم- کوی تعزیرات- کوچه23,08338395843 ( داخلی  ),http://,https://lib.ir/fa/library/674/کتابخانه-مدرسه-علمیه-خواهران-امام-خامنه-ای-کرمانشاه/search/
كتابخانه مدرسه علمیه خواهران امام خمینی (ره),کرمانشاه,كرمانشاه,كرمانشاه - میدان گلستان - جنب درمانگاه حاج دایی - بلوار گل سرخ - پلاك 51.,6-38383785-083 ( داخلی  ),http://lib.whc.ir,https://lib.ir/fa/library/483/كتابخانه-مدرسه-علمیه-خواهران-امام-خمینی-ره/search/
کتابخانه مدرسه علمیه خواهران امام صادق علیه السلام بوئین زهرا,قزوین,بوئین زهرا,بویین زهرا- میدان امام حسین (ع)- بلوار آیت الله طالقانی- جنب نانوایی,02834222359 ( داخلی  ),http://,https://lib.ir/fa/library/718/کتابخانه-مدرسه-علمیه-خواهران-امام-صادق-علیه-السلام-بوئین-زهرا/search/
كتابخانه مدرسه علمیه خواهران بانو امین,تهران,تهران,تهران - اول جاده لشكرك - مینی سیتی - شهرك شهید محلاتی - فاز یك - خیابان شهدای گمنام - سر ایثار - حسینیه امام خمینی (ره).,22452858-021 ( داخلی  ),http://lib.whc.ir,https://lib.ir/fa/library/462/كتابخانه-مدرسه-علمیه-خواهران-بانو-امین/search/
كتابخانه مدرسه علمیه خواهران بقیع,البرز,كرج,كرج - چهلو پنج متری گلشهر - خیابان ارغوان غربی - پلاك52.,33514903-026 ( داخلی  ),http://baghi-karaj.womenhc.com,https://lib.ir/fa/library/350/كتابخانه-مدرسه-علمیه-خواهران-بقیع/search/
کتابخانه مدرسه علمیه خواهران ثامن الحجج علیه السلام پارس آباد,اردبیل,پارس آباد,پارس آباد- خیابان امام خمینی (ره)- میدان سپاه- جنب دارالقرآن مهدی,04532724400 ( داخلی  ),http://,https://lib.ir/fa/library/752/کتابخانه-مدرسه-علمیه-خواهران-ثامن-الحجج-علیه-السلام-پارس-آباد/search/
کتابخانه مدرسه علمیه خواهران جامعة النور اصفهان,اصفهان,اصفهان,اصفهان- بلوار كشاورز- گلزار هفتم- انتهای بن بست گلدسته,10107819511 ( داخلی  ),http://,https://lib.ir/fa/library/749/کتابخانه-مدرسه-علمیه-خواهران-جامعة-النور-اصفهان/search/
كتابخانه مدرسه علمیه خواهران حجت (عج),تهران,تهران,تهران - انتهای خیابان جیهون - خیابان حسام الدین - جنب مسجد حضرت حجت(عج) - پلاك 262 .,55765533-55765522-021 ( داخلی  ),http://lib.whc.ir,https://lib.ir/fa/library/465/كتابخانه-مدرسه-علمیه-خواهران-حجت-عج/search/
كتابخانه مدرسه علمیه خواهران حضرت خدیجه (س),تهران,تهران,تهران - خیابان شریعتی - بالاتر از چهارراه قصر - خیابان محبی - پلاك 1.,88762877-021 ( داخلی  ),http://blog96.womenhc.com,https://lib.ir/fa/library/358/كتابخانه-مدرسه-علمیه-خواهران-حضرت-خدیجه-س/search/
کتابخانه مدرسه علمیه خواهران حضرت رقیه (س) رامهرمز,خوزستان,رامهرمز,رامهرمز- خیابان ولیعصر(عج)- جنب مسجد جامع,06143538230 ( داخلی  ),http://,https://lib.ir/fa/library/728/کتابخانه-مدرسه-علمیه-خواهران-حضرت-رقیه-س-رامهرمز/search/
كتابخانه مدرسه علمیه خواهران حضرت زهرا (س),کرمانشاه,كنگاور,كنگاور - میدان امام خمینی (ره) خیابان شهید مطهری - كوچه شهید چمران - پلاك 3.,48622581-083 ( داخلی  ),http://lib.whc.ir,https://lib.ir/fa/library/484/كتابخانه-مدرسه-علمیه-خواهران-حضرت-زهرا-س/search/
كتابخانه مدرسه علمیه خواهران حضرت زهرا (س),اصفهان,خميني شهر,خمینی شهر - میدان 22 بهمن - بلوار توحید - بن بست شماره 13.,4-33632851-031 ( داخلی  ),http://lib.whc.ir,https://lib.ir/fa/library/476/كتابخانه-مدرسه-علمیه-خواهران-حضرت-زهرا-س/search/
